id_catalogo,nombre_cat,categoria,super_1,nombre_1,super_2,nombre_2
CAT-6433,Kebab Fusion Fripozo 320 G,Sin categoría,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Kebab Fusion Fripozo 320 G
CAT-6708,Tarrito De Menestra De Cordero Desde 6 Meses Nutriben Potitos Sin Gluten 235 G,Congelados,Mercadona,"Aceite de oliva 0,4º Hacendado",Alcampo,NUTRIBÉN Recetas tradicionales Potitos® de menestra de cordero a partir de 6 meses 235 g.
CAT-6748,Coquina 250 G,Sin categoría,Mercadona,Bebida láctea desnatada sabor stracciatella +Proteínas Hacendado 0% azúcares añadidos 20 g proteínas,Carrefour,Coquina 250 G
CAT-6721,Tarrito De Crema De Verduras Con Rape Desde 8 Meses Buenas Noches Hero Baby Pack De 2 Unidades De 190 G,Conservas y Enlatados,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Tarrito De Crema De Verduras Con Rape Desde 8 Meses Buenas Noches Hero Baby Pack De 2 Unidades De 190 G
CAT-6909,Tiramisu Schr Sin Gluten 200 G,Sin categoría,Mercadona,Fruta + leche caribe Don Simón sin azúcares añadidos y zero materia grasa,Carrefour,Tiramisu Schr Sin Gluten 200 G
CAT-7011,Pure De Acai Berry Sin Azucar Ecologico Sambazon Pack De 4 Sobres De 100 G,Despensa,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pure De Acai Berry Sin Azucar Ecologico Sambazon Pack De 4 Sobres De 100 G
CAT-7067,Galletas Infantiles Ecologico Hero Solo 160 G,Desayuno y Snack,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Galletas Infantiles Ecologico Hero Solo 160 G
CAT-7042,Comida Humeda Pescado Del Oceano Para Gato Adulto Purina Gourmet Natures Creations 85 G,Mascotas,Mercadona,Licor dulce Amaretto Del Patriarca,Carrefour,Comida Humeda Pescado Del Oceano Para Gato Adulto Purina Gourmet Natures Creations 85 G
CAT-7162,Albondigas De Proteinas De Guisantes Green Cuisine Findus 240 G,Carnicería y Charcutería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Albondigas De Proteinas De Guisantes Green Cuisine Findus 240 G
CAT-7326,Panales Bebe Seco Dodot T7 15 Kg 60 Ud,Bebes,Mercadona,Perfilador de labios Long Lasting Deliplus 15 canela claro,Carrefour,Panales Bebe Seco Dodot T7 15 Kg 60 Ud
CAT-7351,Papilla Infantil Desde 6 Meses Hero 8 Cereales Galleta Sin Azucar Anadido 550 G,Despensa,Mercadona,Spaghetti sin gluten Felicia,Carrefour,Papilla Infantil Desde 6 Meses Hero 8 Cereales Galleta Sin Azucar Anadido 550 G
CAT-7348,Muffins Relleno Nutella 4 Ud,Desayuno y Snack,Mercadona,Polvos voluminizador para el cabello Volum Fix Deliplus mate fijación 4,Carrefour,Muffins Relleno Nutella 4 Ud
CAT-7505,Tarrito Cocidito Con Ternera Y Jamon Desde 6 Meses Ecologico Smileat Sin Gluten 230 G,Carnicería y Charcutería,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Tarrito Cocidito Con Ternera Y Jamon Desde 6 Meses Ecologico Smileat Sin Gluten 230 G
CAT-7905,Steamed Dumplings Vegetales Itsu 168 G,Sin categoría,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Steamed Dumplings Vegetales Itsu 168 G
CAT-8103,Tarrito De Multifrutas Con Mango Desde 6 Meses Ecologico Hero Solo 120 G,Sin categoría,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Tarrito De Multifrutas Con Mango Desde 6 Meses Ecologico Hero Solo 120 G
CAT-8299,Chicken Bites La Cocinera 250 G,Sin categoría,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Chicken Bites La Cocinera 250 G
CAT-8273,Bolsita De Frutas Variadas Nestle Happy Fruits Sin Azucar Anadido 110 G,Despensa,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Bolsita De Frutas Variadas Nestle Happy Fruits Sin Azucar Anadido 110 G
CAT-8404,Tarta Helada Al Whisky Nestle Helados 580 G,Bebidas,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Tarta Helada Al Whisky Nestle Helados 580 G
CAT-8462,Panales Dodot Activity T6 14 19 Kg 117 Ud,Bebes,Mercadona,Cacahuete +Proteínas en polvo desgrasado Hacendado 14 g proteínas 70% reducido en grasa,Carrefour,Panales Dodot Activity T6 14 19 Kg 117 Ud
CAT-8587,Pizza Salame Buitoni 195 G,Congelados,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Pizza Salame Buitoni 195 G
CAT-8633,Gnocchi Caprese Findus 550 G,Sin categoría,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Gnocchi Caprese Findus 550 G
CAT-8611,Snack Crispies Buey Y Pollo Para Gato 45 G,Carnicería y Charcutería,Mercadona,Fruta + leche caribe Don Simón sin azúcares añadidos y zero materia grasa,Alcampo,FELIX Snacks para gatos a base de buey y pollo FELIX CRISPIES 45 g.
CAT-8634,Tequenos De Chocolate Pan 600 G,Panadería y Pastelería,Mercadona,Aceite de oliva virgen extra Hacendado Gran Selección,Carrefour,Tequenos De Chocolate Pan 600 G
CAT-8652,Crackers De Zanahoria Desde 12 Meses Ecologico Nestle 100 G,Frutas y Verduras,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Crackers De Zanahoria Desde 12 Meses Ecologico Nestle 100 G
CAT-8774,Papilla Infantil Desde 6 Meses Nestle 8 Cereales Con Fruta Sin Azucar Anadido 330 G,Despensa,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Papilla Infantil Desde 6 Meses Nestle 8 Cereales Con Fruta Sin Azucar Anadido 330 G
CAT-9174,Pants Huggies T4 9 14 Kg 36 Ud,Sin categoría,Mercadona,Tratamiento para uñas base 9 en 1 Deliplus vitaminada y alisadora,Carrefour,Pants Huggies T4 9 14 Kg 36 Ud
CAT-9555,Snacks De Salmon Para Gatos Catisfactions 60 G,Pescadería,Mercadona,"Aceite de oliva 0,4º Hacendado",DIA,Snack para gatos con salmón Catisfaction bolsa 60 g
CAT-9817,Patatas Original Tradition Mccain 25 Kg,Sin categoría,Mercadona,Patata,Carrefour,Patatas Original Tradition Mccain 25 Kg
CAT-9814,Postre Lacteo De Pera Desde 6 Meses Nestle Yogolino Sin Gluten Pack De 4 Unidades De 100 G,Lácteos y Huevos,Mercadona,"Aceite de oliva 0,4º Hacendado",Alcampo,"YOGOLINO Postre lácteo de pera, adaptado para bebés a partir de 6 meses, Neslté 4 x 100 g."
CAT-8053,Tarrito De Verduras Con Pescadilla A La Crema Desde 8 Meses Hero Solo Sin Gluten Pack De 6 Unidades De 190 G,Sin categoría,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Tarrito De Verduras Con Pescadilla A La Crema Desde 8 Meses Hero Solo Sin Gluten Pack De 6 Unidades De 190 G
CAT-8549,Snack De Atun Para Gato Churu 20X14 G,Mascotas,Mercadona,Vino tinto tempranillo Cepas Viejas Señorío de los Llanos DO Valdepeñas,Carrefour,Snack De Atun Para Gato Churu 20X14 G
CAT-7084,Comida Semihumeda De Pescado Para Perro Cocosi 3 Kg,Mascotas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Comida Semihumeda De Pescado Para Perro Cocosi 3 Kg
CAT-7105,Comida Humeda Seleccion Carnes Mixtas En Gelatina Para Perro Senior Cesar Pack De 4 Unidades De 100 G,Mascotas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Comida Humeda Seleccion Carnes Mixtas En Gelatina Para Perro Senior Cesar Pack De 4 Unidades De 100 G
CAT-4608,Aros De Cebolla Pickers By Mccain 350 G,Frutas y Verduras,Mercadona,Mostaza de Dijon Hacendado,Carrefour,Aros De Cebolla Pickers By Mccain 350 G
CAT-4801,Pienso De Pollo Y Arroz Para Perro Adulto Mini Purina One Active 15 Kg,Despensa,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pienso De Pollo Y Arroz Para Perro Adulto Mini Purina One Active 15 Kg
CAT-4904,Pienso De Pavo Y Arroz Para Gatos Sensitive Purina One 28 Kg,Despensa,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pienso De Pavo Y Arroz Para Gatos Sensitive Purina One 28 Kg
CAT-4907,Pienso De Pollo Para Gatos Esterilizado Bolas De Pelo Purina One  28 Kg,Carnicería y Charcutería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pienso De Pollo Para Gatos Esterilizado Bolas De Pelo Purina One  28 Kg
CAT-5232,Snack Natural De Panza Seca Para Perro Adulto Vitakraft Natural Chews 100 G,Mascotas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Snack Natural De Panza Seca Para Perro Adulto Vitakraft Natural Chews 100 G
CAT-5309,Pienso De Pollo Y Arroz Para Perro Medium Maxi Junior Ultima 3 Kg ,Despensa,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pienso De Pollo Y Arroz Para Perro Medium Maxi Junior Ultima 3 Kg 
CAT-5473,Comida Humeda De Pescado Para Gato Whiskas 12X85 G,Bebidas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Comida Humeda De Pescado Para Gato Whiskas 12X85 G
CAT-5821,Pienso De Buey Para Perro Adulto Purina Friskies Vitafit Active 15 Kg,Mascotas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pienso De Buey Para Perro Adulto Purina Friskies Vitafit Active 15 Kg
CAT-6137,Reptosafe 100 Ml,Sin categoría,Mercadona,Polvo compacto perfeccionador efecto seda Deliplus 100 beige claro,Carrefour,Reptosafe 100 Ml
CAT-6144,Pienso De Pollo Para Perro Junior Purina Friskies 3 Kg,Carnicería y Charcutería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pienso De Pollo Para Perro Junior Purina Friskies 3 Kg
CAT-6423,Comida Para Periquitos Vitakraft 500 G,Mascotas,Mercadona,Polvos voluminizador para el cabello Volum Fix Deliplus mate fijación 4,AhorraMas,Comida periquito Vitakraft 500g
CAT-6605,Comida Humeda Surtido De Pescadodel Oceano Para Gato Purina Gourmet Gold 12X85 G,Mascotas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Comida Humeda Surtido De Pescadodel Oceano Para Gato Purina Gourmet Gold 12X85 G
CAT-6709,Snack Bastones De Zanahoria Para Conejos Enanos Carotties Vitakraft 50 G,Mascotas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Snack Bastones De Zanahoria Para Conejos Enanos Carotties Vitakraft 50 G
CAT-6914,Leche Infantil De Crecimiento Desde Los 12 Meses Almiron Advance 1200 G,Bebidas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Leche Infantil De Crecimiento Desde Los 12 Meses Almiron Advance 1200 G
CAT-7793,Pienso De Buey Y Pollo Con Verduras Para Gato Adulto Purina Friskies 15 Kg,Carnicería y Charcutería,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Pienso De Buey Y Pollo Con Verduras Para Gato Adulto Purina Friskies 15 Kg
CAT-7941,Guanciale En Tiras Ferrarini Sin Gluten 100 G,Sin categoría,Mercadona,Fruta + leche caribe Don Simón sin azúcares añadidos y zero materia grasa,Carrefour,Guanciale En Tiras Ferrarini Sin Gluten 100 G
CAT-8029,Pienso De Buey Para Perro Adulto Mini Ultima 125 Kg,Mascotas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pienso De Buey Para Perro Adulto Mini Ultima 125 Kg
CAT-8086,Pomada Para Proteccion Almohadillas De Perro Kimbo Move 100 Ml,Sin categoría,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pomada Para Proteccion Almohadillas De Perro Kimbo Move 100 Ml
CAT-8097,Comida Humeda En Gelatina Con Pollo Para Gatos Adulto Purina Gourmet Revelations 4X57 G,Carnicería y Charcutería,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Comida Humeda En Gelatina Con Pollo Para Gatos Adulto Purina Gourmet Revelations 4X57 G
CAT-8226,Papilla Infantil Gerber Arroz Y Avena Con Manzana Sin Gluten Sin Lactosa Y Sin Azucar Anadido 250 G,Despensa,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Papilla Infantil Gerber Arroz Y Avena Con Manzana Sin Gluten Sin Lactosa Y Sin Azucar Anadido 250 G
CAT-8315,Pienso De Pollo Para Perro Mini Dream Excellence 15 Kg,Carnicería y Charcutería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pienso De Pollo Para Perro Mini Dream Excellence 15 Kg
CAT-8362,Pienso Esterilizado De Salmon Para Gatos Perfect Fit 14 Kg,Pescadería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pienso Esterilizado De Salmon Para Gatos Perfect Fit 14 Kg
CAT-8365,Comida Humeda Esterilizada De Pescado Y Verduras Para Gatos Perfect Fit Pack De 4 Unidades De 85 G,Mascotas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Comida Humeda Esterilizada De Pescado Y Verduras Para Gatos Perfect Fit Pack De 4 Unidades De 85 G
CAT-8473,Snack Nuggets De Jabali Para Perros Purina Adventuros 300 G,Congelados,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Snack Nuggets De Jabali Para Perros Purina Adventuros 300 G
CAT-8565,Pienso De Pollo Sin Cereales Con Frutas Y Verduras Para Perro Junior Miguau 15 Kg,Carnicería y Charcutería,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Pienso De Pollo Sin Cereales Con Frutas Y Verduras Para Perro Junior Miguau 15 Kg
CAT-8573,Pienso De Salmon Sin Cereales Con Frutas Y Verduras Para Perro Adulto Miguau 3 Kg,Pescadería,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Pienso De Salmon Sin Cereales Con Frutas Y Verduras Para Perro Adulto Miguau 3 Kg
CAT-8763,Mascarillas Filtrante Ffp2 Nr Tecsania 2 Ud,Sin categoría,Mercadona,2 Baguettes para hornear,Carrefour,Mascarillas Filtrante Ffp2 Nr Tecsania 2 Ud
CAT-8825,Detox Pronutri Sin Gluten 16 Ud,Bebidas,Mercadona,Fruta + leche caribe Don Simón sin azúcares añadidos y zero materia grasa,Carrefour,Detox Pronutri Sin Gluten 16 Ud
CAT-8856,Comida Humeda En Salsa Seleccion Mixta Para Gatos Sheba Kitten 4X85 G,Despensa,Mercadona,Clavo en grano Hacendado,Carrefour,Comida Humeda En Salsa Seleccion Mixta Para Gatos Sheba Kitten 4X85 G
CAT-9341,Pienso De Pollo Para Perro Mini Junior Ultima 800 G,Carnicería y Charcutería,Mercadona,"Aceite de oliva 0,4º Hacendado",DIA,Alimento para perros mini junior con pollo Ultima bolsa 800 g
CAT-9808,Lasana De Espinacas Y Crema De Queso Fundido De Cabra El Mercado 350 G,Lácteos y Huevos,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Lasana De Espinacas Y Crema De Queso Fundido De Cabra El Mercado 350 G
CAT-9847,Pienso De Pavo Para Gatos Delicate One Delicate Purina One  800 G,Carnicería y Charcutería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pienso De Pavo Para Gatos Delicate One Delicate Purina One  800 G
CAT-9883,Bloque De Calcio Para Tortugas,Sin categoría,Mercadona,Aceite de oliva virgen extra Hacendado Gran Selección,Carrefour,Bloque De Calcio Para Tortugas
CAT-7775,Colutorio Antiseptico Oraldine 400 Ml,Cuidado personal e Higiene,Mercadona,Biberón 150 ml tetina silicona flujo lento Deliplus +0 meses,Carrefour,Colutorio Antiseptico Oraldine 400 Ml
CAT-4403,Gafa Presbicia Rectangular Circular 300 Colores Varios 1 Ud,Sin categoría,Mercadona,Vela de cumpleaños 1 Hacendado,Carrefour,Gafa Presbicia Rectangular Circular 300 Colores Varios 1 Ud
CAT-4417,Gafa Presbicia Redonda Circular 200 Colores Varios 1 Ud,Sin categoría,Mercadona,Vela de cumpleaños 1 Hacendado,Carrefour,Gafa Presbicia Redonda Circular 250 Colores Varios 1 Ud
CAT-4418,Gafa Presbicia Redonda Circular 100 Colores Varios 1 Ud,Sin categoría,Mercadona,Vela de cumpleaños 1 Hacendado,Carrefour,Gafa Presbicia Redonda Circular 100 Colores Varios 1 Ud
CAT-7958,Parches Tratamiento De Las Calenturas Compeed 15 Ud,Cuidado personal e Higiene,Mercadona,"Aceite de oliva 0,4º Hacendado",Alcampo,COMPEED Parches discretos para el tratamiento de las calenturas 15 uds.
CAT-5233,Surtido De Helados Caramel Collection Hagen Dazs 4 Uds,Congelados,Mercadona,"Aceite de oliva 0,4º Hacendado",DIA,Helado caramel collection mini cups 4 unidades Haagen Dazs 321 g
CAT-5509,Gazpacho Fresco Garcia Millan Sin Gluten 1 L,Conservas y Enlatados,Mercadona,Fruta + leche caribe Don Simón sin azúcares añadidos y zero materia grasa,Carrefour,Gazpacho Fresco Garcia Millan Sin Gluten 1 L
CAT-8170,Tratamiento Para Hongos Fortalecedor De Unas Nailner 5 Ml,Sin categoría,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Tratamiento Para Hongos Fortalecedor De Unas Nailner 5 Ml
CAT-9176,Zumo De Naranja Don Simon Sin Pulpa Brik 1 L,Bebidas,Mercadona,Aceite de oliva 1º Hacendado,DIA,Zumo de naranja sin pulpa Don Simón 1 L
CAT-5565,Kombucha De Jengibre Y Limon Ecologico Komvida Sin Gluten Botella 25 Cl,Sin categoría,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Kombucha De Jengibre Y Limon Ecologico Komvida Sin Gluten Botella 25 Cl
CAT-9277,Crema Balsamica Para Proteger La Zona Del Panal Sebamed 300 Ml,Bebes,Mercadona,Licor dulce Amaretto Del Patriarca,Carrefour,Crema Balsamica Para Proteger La Zona Del Panal Sebamed 300 Ml
CAT-5574,Locion Talquistina 200 Ml,Sin categoría,Mercadona,Polvo compacto perfeccionador efecto seda Deliplus 200 beige rosado,Carrefour,Locion Talquistina 200 Ml
CAT-7589,Tinte Classic 5N Castano Claro Farmatint 1 Ud,Sin categoría,Mercadona,Vela de cumpleaños 1 Hacendado,Carrefour,Tinte Classic 5N Castano Claro Farmatint 1 Ud
CAT-9120,Cerveza San Miguel Especial Lager Pack De 28 Latas De 33 Cl,Bebidas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Cerveza San Miguel Especial Lager Pack De 28 Latas De 33 Cl
CAT-5696,Apositos Sensitive Con Aloe Vera Salvelox 20 Ud,Cuidado personal e Higiene,Mercadona,"Leche corporal nutritiva Nivea con ácido hialurónico, aceite de almendras y sérum de nutrición profunda",Carrefour,Apositos Sensitive Con Aloe Vera Salvelox 20 Ud
CAT-8074,Agua Mineral Solan De Cabras Natural 50 Cl,Bebidas,Mercadona,Aceite de oliva 1º Hacendado,DIA,Agua mineral Solán de Cabras 5 L
CAT-5824,Gel Dermo Limpiador Mustela 750 Ml,Hogar,Mercadona,Gel de baño granada y frutos silvestres Deliplus piel normal,Carrefour,Gel Dermo Limpiador Mustela 750 Ml
CAT-5852,Pizza De Atun Ristorante Dr Oetker 355 G,Congelados,Mercadona,Mostaza de Dijon Hacendado,DIA,Pizza de atún Dr. Oetker Ristorante 355 g
CAT-8528,Zumo De Naranja Sin Pulpa Innocent Botella 900 Ml,Bebidas,Mercadona,"Aceite de oliva 0,4º Hacendado",Alcampo,INNOCENT Zumo de naranja sin pulpa 900 ml.
CAT-5903,Cerveza Tostada Mahou 00 Alcohol Pack De 6 Botellas De 25 Cl,Bebidas,Mercadona,"Aceite de oliva 0,4º Hacendado",DIA,"Cerveza tostada 0,0% alcohol Mahou pack 12 x 33 cl"
CAT-8555,Chupete De Silicona Anatomico Ultra Air Nighttime Philips Avent 2 Ud,Sin categoría,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Chupete De Silicona Anatomico Ultra Air Nighttime Philips Avent 2 Ud
CAT-9796,Multivitaminico Y Multimineral En Comprimidos Hombre 50 Multicentrum Sin Gluten 30 Ud,Sin categoría,Mercadona,Clavo en grano Hacendado,Carrefour,Multivitaminico Y Multimineral En Comprimidos Hombre 50 Multicentrum Sin Gluten 30 Ud
CAT-5966,Ginebra Beefeater 1 L,Bebidas,Mercadona,Pañales bebé talla 1 de 2-5 kg Dodot,DIA,Ginebra Beefeater 70 cl
CAT-9235,Gel Hidratante Intimo Efecto Calor Vagisil 30 G,Sin categoría,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Gel Hidratante Intimo Efecto Calor Vagisil 30 G
CAT-6117,Fanta De Naranja Pack 9 Latas 33 Cl,Bebidas,Mercadona,Aceite de oliva virgen extra Hacendado Gran Selección,DIA,Fanta de naranja 9 x 330 ml
CAT-7618,Apositos Callos Entre Dedos Compeed 10 Ud,Cuidado personal e Higiene,Mercadona,Postre lácteo con fresa +Proteínas Hacendado 0% MG 10 g proteínas,Carrefour,Apositos Callos Entre Dedos Compeed 10 Ud
CAT-6464,Kit Blanqueamiento Dental White Flash Lacer Blanc 1 Ud,Sin categoría,Mercadona,Vela de cumpleaños 1 Hacendado,Carrefour,Kit Blanqueamiento Dental White Flash Lacer Blanc 1 Ud
CAT-6429,Snack De Buey Para Perro Vitakraft Beef Stick,Mascotas,Mercadona,"Aceite de oliva 0,4º Hacendado",DIA,Snack para perros beef stick de caza Vitakraft 12 g
CAT-6654,Lazos Cebra 6 Ud,Sin categoría,Mercadona,Pañales bebé talla 6 de 17-28 kg Deliplus,Carrefour,Lazos Cebra 6 Ud
CAT-6741,Cerveza El Leon Clasica Lata 33 Cl,Bebidas,Mercadona,Polvos voluminizador para el cabello Volum Fix Deliplus mate fijación 4,Carrefour,Cerveza El Leon Clasica Lata 33 Cl
CAT-6944,Vino Moscatel Cortijo De Ceret Do Valencia 75 Cl,Bebidas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Vino Moscatel Cortijo De Ceret Do Valencia 75 Cl
CAT-7643,Gel De Bano Suave Cuerpo Y Cabello Mustella 500 Ml,Sin categoría,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Gel De Bano Suave Cuerpo Y Cabello Mustella 500 Ml
CAT-7623,Apositos Callos Medianos Compeed 10 Ud,Cuidado personal e Higiene,Mercadona,Postre lácteo con fresa +Proteínas Hacendado 0% MG 10 g proteínas,Carrefour,Apositos Callos Medianos Compeed 10 Ud
CAT-8460,Fuze Tea Te Verde Y Maracuya Botella 500 Ml,Desayuno y Snack,Mercadona,Fruta + leche caribe Don Simón sin azúcares añadidos y zero materia grasa,Carrefour,Fuze Tea Te Verde Y Maracuya Botella 500 Ml
