id_catalogo;nombre_generico;id_dia_propuesto;nombre_dia_propuesto;score;aceptar_si_no
CAT-2246;Limpiahogar PH Neutro delicado;DI-2261;Limpiahogar ph neutro Super Paco de Dia botella 1.5 L;82;
CAT-2250;Limpiador Ducha;DI-0176;Limpiador multiusos básico aroma limón Don Limpio botella 1.5 L;75;
CAT-2262;Limpiador Potente cal y suciedad;DI-1531;Limpiador suciedad humedad Cillit bang spray 750 ml;72;
CAT-2268;Limpiador Vitrocerámicas 3 en 1;DI-2257;Limpiador de vitrocerámica Super Paco de Dia spray 500 ml;71;
CAT-2270;Multiusos Desinfectante antibacterias;DI-0661;Limpiador desinfectante multiusos Sanytol spray 750 ml;77;
CAT-2273;Toallitas limpiadoras de Muebles;DI-2340;Toallitas limpiadoras multiusos Super Paco de Dia bolsa 80 unidades;86;
CAT-2275;Limpiador de Hornos;DI-0689;Limpiador de hogar multiusos Lavanda Ajax botella 1.25 L;77;
CAT-2279;Limpiador desincrustante y chimeneas;DI-1524;Limpiador desinfectante cocinas Sanytol spray 750 ml;72;
CAT-2715;Limpiador WC Polvo Activo;DI-2260;Limpiador oxígeno activo Super Paco de Dia botella 1 L;78;
CAT-0176;Molde de papel para freidora de aire 20 cm;DI-3188;Papel para freidora de aire Super Paco de Dia bolsa 25 unidades;86;
CAT-0600;Bolsas congelación grandes;DI-2629;Bolsas de congelación 4 litros Super Paco de Dia caja 30 unidades;82;
CAT-1380;Papel vegetal;DI-0231;Postre vegetal de soja con chocolate Dia Vegedia pack 4 x 100 g;70;
CAT-2479;Velote blanco Roura;DI-1236;Ron blanco Velero 70 cl;78;
CAT-2481;Bolsas zip congelación medianas;DI-3021;Bolsas de congelación doble zip 1 litro Super Paco de Dia caja 20 unidades;83;
CAT-2482;Bolsas zip congelación grandes;DI-3021;Bolsas de congelación doble zip 1 litro Super Paco de Dia caja 20 unidades;85;
CAT-2494;Bolsas congelación medianas;DI-2629;Bolsas de congelación 4 litros Super Paco de Dia caja 30 unidades;80;
CAT-2505;Bandeja de cartón rectangular;DI-2007;Kiwi bandeja 700 g;74;
CAT-0767;Huevos de gallinas camperas;DI-2209;Huevos medianos M de gallinas criadas en suelo Dia 12 unidades;80;
CAT-1769;Claras de huevo líquidas pasteurizadas;DI-1497;Claras de huevo pasteurizadas Ovonatur botella 500 ml;87;
CAT-1776;Huevos super grandes XL;DI-3638;Huevos grandes L de gallinas criadas en suelo Dia 12 unidades;76;
CAT-0033;Leche en polvo desnatada;DI-3936;Leche desnatada sin lactosa alta en proteínas Dia Láctea 1 L;86;
CAT-0060;Leche +Proteínas desnatada;DI-1156;Leche desnatada Lauki 1 L;83;
CAT-0083;Bebida láctea semidesnatada con fibra;DI-4346;Leche semidesnatada Dia Láctea 1 L;87;
CAT-0579;Bebida de soja sabor café 0% azúcar;DI-1478;Bebida de soja Alpro 1 L;82;
CAT-0753;Bebida de almendras con calcio;DI-0810;Bebida de almendras Alpro 1 L;86;
CAT-1279;Batido de chocolate 0% sin azúcares añadidos;DI-3104;Chocolate negro 85% cacao sin azúcares añadidos Dia Temptation 100 g;87;
CAT-1293;Bebida de avena Alitey;DI-0770;Bebida de avena Alpro 1 L;84;
CAT-1740;Bebida de soja 0% azúcar;DI-1478;Bebida de soja Alpro 1 L;82;
CAT-2706;Bebida de avena con chocolate sin azucares añadidos;DI-0770;Bebida de avena Alpro 1 L;83;
CAT-2938;Leche condensada desnatada;DI-1156;Leche desnatada Lauki 1 L;83;
CAT-3336;Bebida de soja sabor vainilla 0% azúcar;DI-1478;Bebida de soja Alpro 1 L;82;
CAT-0012;Nata ligera para cocinar;DI-0541;Nata para cocinar Dia Láctea 3 x 200 ml;83;
CAT-0020;Nata ligera para cocinar sin lactosa;DI-0541;Nata para cocinar Dia Láctea 3 x 200 ml;77;
CAT-0026;Crema de soja;DI-0023;Crema de cacao y leche de avellanas dúo Nocilla bote 360 g;76;
CAT-0411;Nata montada azucarada;DI-4549;Nata montada Dia Láctea 250 g;77;
CAT-1064;Mantequilla sin sal añadida;DI-1964;Mantequilla sin sal Dia Láctea 250 g;84;
CAT-1071;Mantequilla en porciones sin sal añadida;DI-1964;Mantequilla sin sal Dia Láctea 250 g;84;
CAT-4223;Mantequilla light;DI-0351;Palomitas sabor mantequilla para microondas Dia Snack Maniac 270 g;79;
CAT-0480;Postre de soja sabor lima limón Alpro;DI-1642;Postre de soja sabor arándanos y frutos rojos Alpro pack 4 x 125 g;83;
CAT-0975;Petit sabor fresa;DI-0048;Gelatina sabor fresa sin azúcar Royal pack 4 x 90 g;79;
CAT-0976;Petit sabor fresa y plátano;DI-1705;Yogur líquido sabor fresa y plátano Dia Láctea botella 1 Kg;88;
CAT-1030;Postre de soja natural;DI-2505;Postre vegetal de coco natural Alpro tarrina 350 g;87;
CAT-1053;Petit sabores;DI-0008;Yogur sabores Dia Láctea pack 16 x 125 g;70;
CAT-1205;Natillas sabor vainilla +Proteínas 12 g proteínas;DI-3604;Natillas sabor vainilla alta en proteínas Dia Láctea pack 4 x 125 g;86;
CAT-1282;Postre de coco Natural Alpro sin azúcares añadidos;DI-2739;Bebida de chufa sin azúcares añadidos Dia 1 L;79;
CAT-2008;Gelatina 0% azúcar sabores fresa, mandarina y limón;DI-0164;Mandarina malla 1 Kg;75;
CAT-2677;Postre de soja sabor Natural con coco Alpro;DI-2505;Postre vegetal de coco natural Alpro tarrina 350 g;79;
CAT-2957;Copa de chocolate y nata +Proteínas 12,5 g proteínas;DI-0782;Copa de chocolate de nata Danone pack 2 x 110 g;76;
CAT-3307;Flan de huevo +Proteínas 0% MG 0% azúcares añadidos 10 g proteínas;DI-3423;Mermelada de cerezas 0% azúcares añadidos Hero frasco 280 g;72;
CAT-3345;Petit Nesquik Nestlé;DI-2325;Petit de chocolate Nesquik pack 6 x 60 g;79;
CAT-3347;Petit de bolsillo de fresa;DI-1896;Petit de fresa líquido Dia Láctea pack 4 x 80 g;76;
CAT-3350;Danonino sabor fresa Danone;DI-1227;Yogur sabor fresa Danone pack 4 x 120 g;80;
CAT-3351;Danonino sabor fresa y plátano Danone;DI-1227;Yogur sabor fresa Danone pack 4 x 120 g;73;
CAT-3355;Natillas de chocolate con leche;DI-1700;Chocolate con leche Dolca 100 g;86;
CAT-3361;Natillas de chocolate Danet;DI-2849;Natillas de chocolate Dia Caprichoso pack 4 x 125 g;88;
CAT-3362;Flan de huevo sin azúcares añadidos;DI-0214;Bebida de zumo de melocotón sin azúcares añadidos Dia Saborfera pack 6 x 200 ml;81;
CAT-3363;Natillas sabor vainilla con galleta;DI-2848;Natillas sabor vainilla Dia Caprichoso pack 4 x 125 g;79;
CAT-3926;Coulant de chocolate;DI-2510;Cornetto de chocolate 4 x 60 g;79;
CAT-4029;Natillas de vainilla Danet;DI-2848;Natillas sabor vainilla Dia Caprichoso pack 4 x 125 g;79;
CAT-4041;Gelatina 0% azúcar sabor cereza, cola y sandía;DI-0048;Gelatina sabor fresa sin azúcar Royal pack 4 x 90 g;72;
CAT-4298;Mousse sabor chocolate +Proteínas 10 g proteínas;DI-2600;Batido alto en proteínas sabor chocolate Just loading botella 225 ml;74;
CAT-0289;Queso lonchas sin lactosa de vaca;DI-1435;Queso fresco de Burgos sin lactosa Dia Láctea 4 x 62.5 g;75;
CAT-0980;Queso de cabra Montesinos;DI-0260;Rulo de queso de cabra Dia Láctea 140 g;72;
CAT-1148;Queso rallado 4 quesos;DI-0084;Queso rallado en polvo El Caserío 80 g;79;
CAT-1263;Crema de queso viejo tostado mezcla;DI-3436;Queso mezcla tostado mezcla García Baquero 200 g;73;
CAT-1292;Queso grana padano en escamas;DI-0969;Queso rallado Grana Padano D.O.P. Dia Selección Mundial 100 g;77;
CAT-1376;Queso emmental de vaca;DI-2454;Queso emmental Dia Selección Mundial 220 g;78;
CAT-2467;Queso provolone de vaca;DI-0970;Queso provolone con orégano Dia Selección Mundial 150 g;79;
CAT-2473;Queso curado mezcla con trufa;DI-3612;Queso brie con trufa 180 g;86;
CAT-2495;Queso precortado de cabra;DI-2896;Crema de queso de cabra Dia Láctea 125 g;77;
CAT-2516;Queso grana padano Zanetti;DI-0969;Queso rallado Grana Padano D.O.P. Dia Selección Mundial 100 g;82;
CAT-2518;Queso tierno tronchón mezcla;DI-3483;Queso tierno mezcla Dia El Cencerro 250 g;81;
CAT-2523;Queso lonchas semicurado mezcla Entrepinares;DI-0106;Queso semicurado Dia El Cencerro 250 g;73;
CAT-2525;Queso lonchas de cabra;DI-0260;Rulo de queso de cabra Dia Láctea 140 g;78;
CAT-2533;Queso lonchas fundido sándwich mezcla;DI-4579;Queso fundido sándwich Dia Láctea 300 g;86;
CAT-2535;Queso lonchas tierno mezcla Entrepinares;DI-3483;Queso tierno mezcla Dia El Cencerro 250 g;76;
CAT-2537;Queso fresco servilleta tradicional de vaca;DI-0171;Queso fresco de vaca Dia El Cencerro 250 g;77;
CAT-2542;Queso tierno gouda de vaca;DI-3753;Queso de oveja tierno ahumado 175 g;76;
CAT-2546;Queso lonchas cremoso de vaca;DI-2885;Rulo de queso de vaca Dia Láctea 140 g;70;
CAT-2548;Queso curado DOP manchego de oveja;DI-2728;Queso de oveja curado Dia El Cencerro 200 g;78;
CAT-2549;Queso gorgonzola de vaca;DI-3088;Queso mascarpone gorgonzola Quesería del Mundo 180 g;80;
CAT-2552;Queso lonchas gouda de vaca;DI-3536;Aros de queso gouda Preli 350 g;72;
CAT-2555;Queso tierno bajo en sal mezcla;DI-3483;Queso tierno mezcla Dia El Cencerro 250 g;77;
CAT-2556;Queso tierno de vaca cortado en cuñitas;DI-1859;Queso tierno cortado Dia El Cencerro 250 g;77;
CAT-2558;Queso tierno mezcla cortado en cuñitas;DI-1859;Queso tierno cortado Dia El Cencerro 250 g;77;
CAT-2561;Queso Arzúa-Ulloa de vaca Punteiro;DI-3901;Queso de vaca Canalla Dia El Cencerro 200 g;72;
CAT-2562;Queso semicurado sin lactosa mezcla;DI-3485;Queso mini semicurado Dia El Cencerro 1 Kg;74;
CAT-2563;Queso semicurado de cabra;DI-2895;Crema de queso semicurado Dia Láctea 125 g;86;
CAT-2564;Queso semicurado mezcla;DI-0106;Queso semicurado Dia El Cencerro 250 g;82;
CAT-2565;Queso semicurado mezcla cortado en cuñitas;DI-1860;Queso semicurado cortado Dia El Cencerro 250 g;80;
CAT-2568;Queso añejo tostado mezcla;DI-3436;Queso mezcla tostado mezcla García Baquero 200 g;87;
CAT-2570;Queso curado mezcla;DI-0107;Queso curado Dia El Cencerro 250 g;77;
CAT-2571;Queso curado mezcla cortado en cuñitas;DI-1861;Queso curado cortado Dia El Cencerro 250 g;77;
CAT-2574;Queso viejo de oveja;DI-1426;Queso de oveja curado en aceite Dia El Cencerro 250 g;82;
CAT-2575;Queso viejo tostado mezcla;DI-3436;Queso mezcla tostado mezcla García Baquero 200 g;87;
CAT-2576;Queso viejo intenso mezcla;DI-3483;Queso tierno mezcla Dia El Cencerro 250 g;70;
CAT-2577;Queso añejo fuerte de oveja;DI-3281;Queso de oveja añejo y picante Osado Dia El Cencerro 200 g;85;
CAT-2581;Queso curado mezcla madurado en madera;DI-1861;Queso curado cortado Dia El Cencerro 250 g;71;
CAT-2589;Queso fresco batido desnatado 0% MG;DI-2235;Queso fresco batido rico en proteínas Granja Rinya 400 g;72;
CAT-2590;Queso fresco mascarpone de vaca;DI-0171;Queso fresco de vaca Dia El Cencerro 250 g;79;
CAT-2594;Queso rallado mozzarella pizza-Roma de vaca;DI-0382;Queso mozzarella rallado Dia Láctea 200 g;87;
CAT-2595;Queso curado y cheddar en dados;DI-1902;Queso cheddar madurado Dia Selección Mundial 200 g;70;
CAT-2596;Queso lonchas mozzarella de vaca;DI-0382;Queso mozzarella rallado Dia Láctea 200 g;73;
CAT-2597;Queso en polvo grana padano;DI-0969;Queso rallado Grana Padano D.O.P. Dia Selección Mundial 100 g;80;
CAT-2599;Mousse de queso de vaca con ajo y finas hierbas;DI-4411;Queso de untar con finas hierbas Philadelphia 150 g;74;
CAT-2601;Queso lonchas fundido suave mezcla;DI-0906;Queso fundido El Caserío 262 g;70;
CAT-2603;Queso fresco light de vaca;DI-0171;Queso fresco de vaca Dia El Cencerro 250 g;87;
CAT-2605;Queso feta mezcla en dados;DI-3728;Queso en dados para ensaladas García Baquero 2 x 50 g;70;
CAT-2606;Queso lonchas fundido burger mezcla;DI-0906;Queso fundido El Caserío 262 g;70;
CAT-2608;Queso untar suave de vaca;DI-0429;Queso de untar con piña Castello 125 g;72;
CAT-2610;Queso untar con queso azul de vaca;DI-0429;Queso de untar con piña Castello 125 g;78;
CAT-2614;Queso ricotta mezcla;DI-3431;Queso mezcla Tradición Dia El Cencerro 200 g;75;
CAT-2617;Queso rallado sin lactosa de vaca;DI-2885;Rulo de queso de vaca Dia Láctea 140 g;76;
CAT-2621;Queso camembert de vaca Marcillat;DI-0248;Crema de queso camembert Dia Láctea 125 g;75;
CAT-2622;Queso azul de vaca;DI-0171;Queso fresco de vaca Dia El Cencerro 250 g;84;
CAT-2623;Queso curado cheddar;DI-1902;Queso cheddar madurado Dia Selección Mundial 200 g;79;
CAT-2651;Queso fresco Burgos natural;DI-0179;Queso fresco de Burgos Dia Láctea 4 x 62.5 g;83;
CAT-2652;Queso fresco Burgos desnatado 0% MG;DI-3369;Queso fresco de Burgos Dia Láctea 250 g;79;
CAT-2841;Queso blando mezcla;DI-3431;Queso mezcla Tradición Dia El Cencerro 200 g;77;
CAT-2879;Queso semicurado de oveja;DI-2895;Crema de queso semicurado Dia Láctea 125 g;86;
CAT-3837;Queso lonchas cheddar de vaca;DI-2885;Rulo de queso de vaca Dia Láctea 140 g;74;
CAT-4030;Queso roquefort de oveja;DI-3095;Queso de cabra roquefort Quesería del Mundo 150 g;86;
CAT-0268;Bebida láctea desnatada sabor fresa y plátano +Proteínas 0% MG 0% azúcares añadidos 17,4 g proteínas;DI-4516;Leche desnatada Dia Láctea 1 L;84;
CAT-0491;Yogur sabores 0% MG 0% azúcares añadidos;DI-2360;Bebida de zumo de mango sin azúcares añadidos Dia Saborfera 1 L;70;
CAT-0755;Yogur líquido desnatado Piña y Coco 0% MG 0% azúcares añadidos;DI-1703;Yogur líquido sabor piña y coco Dia Láctea botella 1 Kg;70;
CAT-0757;Bebida Kéfir natural 0% MG;DI-0275;Bebida láctea natural 0% azúcares añadidos Danacol pack 12 x 100 g;78;
CAT-0758;Bebida Kéfir de coco;DI-2776;Bebida energética de piña y coco Dia El diablo 500 ml;82;
CAT-1012;Bebida láctea desnatada sabor stracciatella +Proteínas 0% azúcares añadidos 20 g proteínas;DI-4516;Leche desnatada Dia Láctea 1 L;84;
CAT-1024;Yogur sabor coco Danone;DI-1038;Yogur sabor coco, fresa, frutos del bosque y macedonia Danone pack 8 x 120 g;88;
CAT-1028;Postre lácteo sin lactosa natural 0% MG 0% azúcares añadidos;DI-1367;Postre sin lactosa natural azucarado Dia Láctea pack 4 x 125 g;79;
CAT-1031;Yogur natural 0% MG 0% azúcares añadidos;DI-0275;Bebida láctea natural 0% azúcares añadidos Danacol pack 12 x 100 g;86;
CAT-1032;Yogur natural edulcorado 0% MG 0% azúcares añadidos;DI-0275;Bebida láctea natural 0% azúcares añadidos Danacol pack 12 x 100 g;73;
CAT-1047;Yogur cremoso con frutos silvestres;DI-2882;Yogur cremoso con fresa Dia Láctea tarrina 1 Kg;71;
CAT-1048;Yogur cremoso con melocotón y maracuya;DI-2883;Yogur cremoso con melocotón y maracuyá Dia Láctea tarrina 1 Kg;87;
CAT-1050;Yogur griego sabor fresa;DI-0435;Yogur griego con fresa Dia Fidias pack 6 x 125 g;86;
CAT-1060;Bebida láctea de fresa L-casei;DI-2227;Bebida de fresa Dia Láctea pack 12 x 100 g;86;
CAT-1061;Bebida láctea de piña y coco;DI-2776;Bebida energética de piña y coco Dia El diablo 500 ml;86;
CAT-1067;Bebida láctea natural Actimel;DI-0275;Bebida láctea natural 0% azúcares añadidos Danacol pack 12 x 100 g;84;
CAT-1070;Postre lácteo sin lactosa cremoso natural azucarado;DI-1367;Postre sin lactosa natural azucarado Dia Láctea pack 4 x 125 g;85;
CAT-1072;Bífidus natural probióticos azucarado con cereales y fresas deshidratadas;DI-1818;Bífidus con fresas y nueces Dia pack 4 x 125 g;74;
CAT-1076;Postre lácteo natural +Proteínas 0% MG 12 g proteínas;DI-2733;Postre lácteo natural alto en proteína Dia Láctea vaso 300 g;74;
CAT-1082;Bífidus cremoso probióticos de lima limón 0% MG 0% azúcares añadidos;DI-4595;Fanta de limón 2 L;73;
CAT-1089;Postre lácteo con arándanos +Proteínas 0% MG 10 g proteínas;DI-1141;Arándanos vaso 170 g;78;
CAT-1092;Yogur griego con mango;DI-0435;Yogur griego con fresa Dia Fidias pack 6 x 125 g;84;
CAT-1093;Bífidus desnatado probióticos natural 0% MG 0% azúcares añadidos;DI-3144;Bífidus natural desnatado Activia pack 8 x 120 g;77;
CAT-1094;Yogur sabor fresa 0% MG 0% azúcares añadidos;DI-0278;Bebida láctea de fresa 0% azúcares añadidos Danacol pack 12 x 100 g;77;
CAT-1097;Postre lácteo natural +Proteínas 0% MG 10 g proteínas;DI-2733;Postre lácteo natural alto en proteína Dia Láctea vaso 300 g;74;
CAT-1099;Bífidus probióticos con mango;DI-1006;Bífidus con mango Dia pack 4 x 125 g;83;
CAT-1103;Bífidus desnatado probióticos con nueces y cereales 0% MG;DI-1674;Bífidus con nueces y cereales doble 0% Dia pack 4 x 125 g;83;
CAT-1106;Bífidus desnatado probióticos con piña 0% MG 0% azúcares añadidos;DI-0790;Bífidus con piña desnatado Activia pack 4 x 120 g;78;
CAT-1107;Bebida láctea desnatada sabor fresa +Proteínas 0% MG 20 g proteínas;DI-4516;Leche desnatada Dia Láctea 1 L;84;
CAT-1108;Bífidus natural probióticos con coco, almendras y chocolate;DI-2623;Chocolate negro con almendras Trapa 100 g;79;
CAT-1110;Yogur sabor limón 0% MG 0% azúcares añadidos;DI-1226;Yogur sabor limón Danone pack 4 x 125 g;71;
CAT-1115;Bífidus cremoso desnatado probióticos natural edulcorado 0% MG 0% azúcares añadidos;DI-0210;Bífidus natural desnatado edulcorado Activia vaso 8 x 120 g;83;
CAT-1116;Bebida láctea desnatada sabor tropical +Proteínas 0% MG 20 g proteínas;DI-4565;Tang sabor tropical 30 g;85;
CAT-1117;Bebida láctea sabor avena y nueces Cuidacol 0% azúcares añadidos;DI-2767;Bebida de avena 0% azúcares Dia Vegedia 1 L;81;
CAT-1144;Bebida láctea desnatada de fresa L-casei 0% MG 0% azúcares añadidos;DI-2227;Bebida de fresa Dia Láctea pack 12 x 100 g;86;
CAT-1145;Bebida láctea desnatada natural L-casei 0% MG 0% azúcares añadidos;DI-3805;Bebida láctea natural 0% azúcares añadidos Diacol pack 6 x 100 g;85;
CAT-1178;Bebida láctea natural azucarada L-casei;DI-3238;L-Casei natural Dia pack 6 x 100 g;81;
CAT-1248;Yogur griego sabor limón;DI-3572;Yogur griego sabor manzana y canela pack 4 x 120 g;86;
CAT-2040;Bebida láctea desnatada +Proteínas sabor açaí plátano 0% MG 20 g proteínas;DI-4516;Leche desnatada Dia Láctea 1 L;84;
CAT-3342;Bífidus cremoso probiótico con coco;DI-3145;Bífidus cremoso con fresa Activia pack 4 x 115 g;70;
CAT-4010;Postre lácteo con fruta 0% MG 0% azúcares añadidos;DI-3400;Tomate frito 0% azúcares añadidos Hida 350 g;72;
CAT-4069;Batido lácteo sabor chocolate +Proteínas 30 g proteínas;DI-3449;Batido alto en proteínas sabor chocolate Dia Láctea botella 330 ml;82;
CAT-4070;Batido lácteo sabor vainilla +Proteínas 30 g proteínas;DI-3450;Batido alto en proteínas sabor vainilla Dia Láctea botella 330 ml;82;
CAT-4313;Bebida láctea natural azucarada;DI-0275;Bebida láctea natural 0% azúcares añadidos Danacol pack 12 x 100 g;81;
CAT-4314;Bebida láctea de frutas del bosque;DI-1319;Mermelada de frutas del bosque extra Dia Fruticampo frasco 320 g;74;
CAT-0426;Alimento completo para ninfa y agaporni Granzoo;DI-3173;Alimento para gatos completo bolsa 7 Kg;79;
CAT-0879;Snacks gato rellenos con salmón y malta;DI-2898;Snacks para gatos rellenos con salmón Deligato de Dia bolsa 60 g;80;
CAT-0880;Snacks gato rellenos con pollo y malta;DI-2899;Snack para gatos rellenos con pollo y malta Deligato de Dia bolsa 60 g;81;
CAT-1171;Snack gato barritas de pollo e hígado;DI-2901;Snack para gatos sticks de pollo e hígado Deligato de Dia bolsa 10 x 5 g;77;
CAT-1917;Gelatina gato adulto selección de pescado Quartett;DI-2746;Alimento para gatos selección pescado en gelatina Whiskas bolsa 4 x 85 g;71;
CAT-2110;Alimento completo conejos enanos Granzoo;DI-3173;Alimento para gatos completo bolsa 7 Kg;73;
CAT-2114;Barritas de fruta y miel para periquitos Natura;DI-2625;Barritas con fruta para periquitos Biazoo bolsa 60 g;78;
CAT-2117;Alimento completo para loros y cotorras Granzoo;DI-3173;Alimento para gatos completo bolsa 7 Kg;79;
CAT-2640;Snack gato barritas de salmón y trucha;DI-2992;Paté para gato con salmón y trucha Deligato de Dia tarrina 100 g;75;
CAT-1098;Bífidus probióticos natural;DI-0209;Bífidus natural Activia pack 8 x 120 g;71;
CAT-2727;Bocaditos en salsa gato adulto Lechat Excellence con salmón, trucha y verduras;DI-2977;Alimento para gatos bocaditos con trucha, salmón y verduras Deligato de Dia lata 400 g;74;
CAT-2744;Alimento completo para roedores Granzoo hámster, cobaya y chinchilla;DI-3173;Alimento para gatos completo bolsa 7 Kg;79;
CAT-3494;Bocaditos en gelatina gato adulto Delikuit;DI-3003;Alimento para gatos bocaditos en gelatina Deligato de Dia pack 12 x 100 g;73;
CAT-4291;Paté gato júnior Delikuit con pollo y ternera;DI-2994;Paté para gato junior con pollo y pavo Deligato de Dia tarrina 100 g;74;
CAT-4292;Paté gato adulto Delikuit con pollo y ternera;DI-3017;Alimento para gatos paté con pollo  Deligato de Dia lata 400 g;71;
CAT-4293;Paté gato adulto Delikuit con salmón y atún;DI-3171;Alimento para gatos con salmón y atún Deligato de Dia bolsa 1.5 Kg;72;
CAT-0784;Comida perro adulto con pollo, ternera, frutas y verduras;DI-0030;Puré de verduritas con pollo y ternera Hero frasco 235 g;73;
CAT-2627;Trozos en salsa perro adulto Delikuit con ternera, pavo y verduras;DI-2979;Alimento para perros trozos en salsa con buey y verduras Deliperro de Dia lata 1.25 Kg;70;
CAT-2628;Salchicha perro adulto Delikuit con pollo y arroz;DI-0364;Alimento para perros adultos con pollo y arroz Ultima bolsa 3 Kg;70;
CAT-2634;Snack palitos perro adulto con pollo y ternera;DI-2911;Snack para perros palitos con pollo Deliperro de Dia bolsa 200 g;72;
CAT-2635;Ministick dental perro adulto;DI-2910;Ministick dental para perros Deliperro de Dia bolsa 110 g;71;
CAT-2637;Hueso dental perro adulto sabor menta y perejil;DI-0099;Perejil Dani 13 g;74;
CAT-2958;Trozos en salsa para perros adultos Quartett con pollo y verduras;DI-2979;Alimento para perros trozos en salsa con buey y verduras Deliperro de Dia lata 1.25 Kg;79;
CAT-3499;Trozos en salsa perro adulto Delikuit con salmón y verduras;DI-2979;Alimento para perros trozos en salsa con buey y verduras Deliperro de Dia lata 1.25 Kg;71;
CAT-0321;Susos relleno de crema;DI-2237;Xuxo de azúcar relleno de crema El molino de Dia 50 g;84;
CAT-0597;Bizcocho azúcar sin gluten;DI-1454;Preparado para bizcocho sin gluten Dr. Oetker caja 410 g;84;
CAT-0673;Hojaldre relleno de crema de cacao;DI-0404;Galletas de cacao rellenas de crema Oreo caja 220 g;74;
CAT-0827;Bizcocho de manzana;DI-0095;Bizcocho ositos lulú rellenos de chocolate Fontaneda caja 150 g;73;
CAT-0838;Berlina con cobertura de frutos rojos y virutas de chocolate blanco relleno 30% arándanos;DI-1230;Chocolate blanco con lacasitos Lacasitos 100 g;80;
CAT-0977;Empanadilla de pollo 7% y queso de cabra 4%;DI-0260;Rulo de queso de cabra Dia Láctea 140 g;70;
CAT-1025;Berlina con cobertura de cacao crunch rellena de crema de cacao;DI-2236;Berlina de crema de cacao El molino de Dia 90 g;81;
CAT-1120;Pasta de almendra;DI-0937;Jabón de manos almendra y leche Palmolive pastilla 3 x 90 g;79;
CAT-1150;Napolitana de chocolate 35%;DI-1071;Chocolate negro 70% cacao relleno con mousse de naranja Valor 150 g;72;
CAT-1180;Rollo con sabor avellana;DI-3823;Café soluble sabor avellana Nescafé 95 g;74;
CAT-1349;Napolitanas con relleno de cacao;DI-0323;Napolitanas rellenas de crema de cacao El molino de Dia bolsa 270 g;77;
CAT-2071;Mini magdalenas con pepitas de chocolate con leche;DI-1700;Chocolate con leche Dolca 100 g;86;
CAT-2486;Empanadilla de atún 16%;DI-0485;Mini empanadillas de atún Dia Al Punto 400 g;73;
CAT-2488;Empanadilla de pollo 10% y bechamel;DI-0305;Bechamel Knorr 500 ml;73;
CAT-2780;Gofres con chocolate;DI-0012;Bollería con pepitas de chocolate con leche Weikis bolsa 240 g;79;
CAT-3711;Hojaldre relleno de crema sin azúcar añadido;DI-2237;Xuxo de azúcar relleno de crema El molino de Dia 50 g;75;
CAT-3842;Bocaditos bañados al cacao;DI-2710;Bocaditos de cacao Mandul bolsa 240 g;73;
CAT-3850;Fartons tradicionales Polo;DI-1557;Caramelos tradicionales Solano bolsa 99 g;71;
CAT-3877;Crepes rellenos de chocolate;DI-0095;Bizcocho ositos lulú rellenos de chocolate Fontaneda caja 150 g;86;
CAT-3881;Bollo con pepitas de chocolate Choco Buns;DI-4649;Galletas chip choco con pepitas de chocolate sin azúcares Gullón bolsa 125 g;85;
CAT-3898;Magdalenas integrales 0% azúcares añadidos;DI-2892;Cereales integrales 0% azúcares añadidos mix choco Esgir bolsa 250 g;85;
CAT-3900;Bizcocho de chocolate sin gluten;DI-2498;Barrita de chocolate con avellanas sin gluten ondulé Dr. Schar bolsa 30 g;84;
CAT-3922;Tortas de aceite Inés Rosales sin azúcar;DI-0442;Tortas de anís con aceite de oliva Inés Rosales bolsa 180 g;84;
CAT-3924;Croissant relleno de crema al cacao;DI-2236;Berlina de crema de cacao El molino de Dia 90 g;72;
CAT-3959;Pastel de crema 65%;DI-1969;Crema de cacao y leche de avellanas dúo 0% Nocilla bote 180 g;74;
CAT-3965;Bizcocho de yogur;DI-0095;Bizcocho ositos lulú rellenos de chocolate Fontaneda caja 150 g;79;
CAT-3968;Mona de Pascua con huevo sorpresa;DI-4161;Huevo de chocolate con sorpresa Kinder 20 g;78;
CAT-3971;Empanada de atún grande;DI-3808;Empanada de atún El molino de Dia 500 g;82;
CAT-3972;Empanada rellena de pollo y setas con crema de queso;DI-1186;Empanada de pollo El molino de Dia 120 g;77;
CAT-3975;Trenza con nueces 4%;DI-1674;Bífidus con nueces y cereales doble 0% Dia pack 4 x 125 g;77;
CAT-3980;12 Mini croissants de mantequilla;DI-1427;Mini croissants con cacao El molino de Dia bolsa 150 g;75;
CAT-3984;6 Mini empanadillas de pisto;DI-0485;Mini empanadillas de atún Dia Al Punto 400 g;87;
CAT-3985;Magdalenas con azúcar;DI-1351;Magdalenas con mantequilla La abuela bolsa 450 g;80;
CAT-3986;6 Croissant rellenos de cacao;DI-0088;Cereales rellenos de cacao y avellana Gran Dia caja 500 g;77;
CAT-3987;Croissant de mantequilla 26%;DI-1105;Aperitivo de maíz con sabor a mantequilla Jumpers 100 g;70;
CAT-3989;Berlina glacé;DI-2236;Berlina de crema de cacao El molino de Dia 90 g;70;
CAT-3990;Bizcocho de chocolate sin gluten y sin lactosa;DI-1577;Batido de chocolate sin lactosa Puleva 6 x 200 ml;77;
CAT-3991;Muffin chocolate 3%;DI-0109;Chocolate con leche y almendras enteras 0% azúcares Valor 150 g;76;
